
Plan name:,FMR PROFIT SHARING  
Date Range,01/01/2008 - 12/31/2008,,,,


Date,Investment,Transaction Type,Amount,Shares/Unit
08/06/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.076"
08/06/2008,FID DIVERSIFD INTL,CONTRIBUTION,"193.50","5.632"
07/09/2008,FID VALUE,CONTRIBUTION,"193.50","3.032"
07/09/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","28.084"
07/09/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","5.206"
07/09/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.224"
07/09/2008,FID DIVERSIFD INTL,CONTRIBUTION,"193.50","5.594"
06/11/2008,FID VALUE,CONTRIBUTION,"173.16","2.482"
06/11/2008,FID SEL WIRELESS,CONTRIBUTION,"173.16","23.818"
06/11/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"173.16","4.270"
06/11/2008,FID SEL CONS STAPLES,CONTRIBUTION,"173.18","2.714"
06/11/2008,FID DIVERSIFD INTL,CONTRIBUTION,"173.16","4.686"
05/07/2008,FID VALUE,CONTRIBUTION,"172.66","2.376"
05/07/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","23.022"
05/07/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","4.202"
05/07/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.686"
05/07/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.516"
04/11/2008,FID SEL MEDICAL DEL,Dividends and Interest,"112.75","2.901"
04/11/2008,FID SEL CONS STAPLES,Dividends and Interest,"8.66","0.133"
04/09/2008,FID VALUE,CONTRIBUTION,"172.66","2.470"
04/09/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","24.318"
04/09/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","4.330"
04/09/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.648"
04/09/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.630"
03/12/2008,FID VALUE,CONTRIBUTION,"172.66","2.574"
03/12/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","25.170"
03/12/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","4.322"
03/12/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.720"
03/12/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.792"
02/06/2008,FID VALUE,CONTRIBUTION,"172.66","2.502"
02/06/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","23.816"
02/06/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.630"
02/06/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.800"
02/06/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.946"
01/17/2008,FID VALUE,CONTRIBUTION,"2,561.25","38.772"
01/17/2008,FID SEL WIRELESS,CONTRIBUTION,"2,561.25","348.944"
01/17/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"2,561.25","49.898"
01/17/2008,FID SEL CONS STAPLES,CONTRIBUTION,"2,561.24","40.843"
01/17/2008,FID DIVERSIFD INTL,CONTRIBUTION,"2,561.25","71.784"
01/09/2008,FID VALUE,CONTRIBUTION,"172.66","2.478"
01/09/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","21.800"
01/09/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.278"
01/09/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.604"
01/09/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.488"
