
Plan name:,FMR PROFIT SHARING  
Date Range,01/01/2007 - 12/31/2007,,,,


Date,Investment,Transaction Type,Amount,Shares/Unit
02/07/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.770"
02/07/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.322"
01/11/2007,FID VALUE,CONTRIBUTION,"2,360.75","29.080"
01/11/2007,FID SEL WIRELESS,CONTRIBUTION,"2,360.75","332.500"
01/11/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"2,360.75","48.238"
01/11/2007,FID SEL CONS STAPLES,CONTRIBUTION,"2,360.75","40.829"
01/11/2007,FID DIVERSIFD INTL,CONTRIBUTION,"2,360.75","64.945"
01/10/2007,FID VALUE,CONTRIBUTION,"163.54","2.030"
01/10/2007,FID SEL WIRELESS,CONTRIBUTION,"163.54","23.264"
01/10/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.400"
01/10/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.846"
01/10/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.540"
